protein,calories,diet_type,dietary_restrictions,allergy_note,goal,session_minutes,fitness_level,activity_level,current_weight,target_calories,weeks,avg_daily_steps,bmi,resting_heart_rate,weekly_workouts,diet_quality,meal_recommendation,workout_recommendation,fitness_level_class,predicted_weight,workout_exercises,meal_highlights,fitness_guidance
52.81,473.71,non_veg,none,,maintenance,50,advanced,high,107.9,1308.29,3,6630.81,22.69,69.11,7,average,Turkey Rice Bowl,Hybrid Endurance Strength,advanced,107.54,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,"Periodize training, recover well, and target performance blocks."
30.96,706.97,veg,none,,fat_loss,39,intermediate,moderate,51.46,2465.31,16,14461.35,24.68,62.65,3,poor,Lentil Greens Salad,Metabolic Conditioning,beginner,51.28,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
33.75,261.34,veg,none,,fat_loss,53,advanced,low,49.79,3127.81,2,16976.96,26.73,58.86,4,poor,Low-Cal Veg Soup,Athlete HIIT Blast,beginner,50.04,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Low-calorie vegetable soup for fat-loss support.,"Focus on form, 3 sessions/week, and progressive consistency."
42.32,343.51,non_veg,none,,muscle,26,beginner,moderate,109.1,1629.15,22,9923.37,35.41,55.85,1,good,High-Protein Grilled Chicken,Full Body Strength Basics,beginner,106.74,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
43.53,825.88,veg,none,,fat_loss,82,beginner,low,48.82,2352.04,11,6512.19,35.74,75.44,10,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,49.94,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
53.74,680.62,veg,none,,fat_loss,28,intermediate,high,82.88,1762.33,16,5226.34,35.03,85.73,9,good,Lentil Greens Salad,Sprint Interval Circuit,intermediate,81.57,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
49.86,557.44,non_veg,nut_allergy,,fat_loss,32,advanced,high,107.66,2025.78,5,9229.01,34.35,78.19,3,average,Grilled Fish Salad,Sprint Interval Circuit,beginner,106.93,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
17.3,696.83,non_veg,none,,muscle,66,beginner,moderate,64.41,3086.87,5,11358.41,35.14,69.18,4,good,Chicken Quinoa Plate,Full Body Strength Basics,beginner,64.39,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
31.91,268.85,veg,none,,maintenance,77,intermediate,moderate,48.6,1355.37,3,11785.29,26.05,77.39,12,average,Veggie Brown Rice Plate,Strength and Cardio Mix,intermediate,47.98,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
28.55,648.01,veg,lactose_intolerance,,fat_loss,66,intermediate,low,71.15,2773.12,21,10499.36,18.55,51.89,9,poor,Lentil Greens Salad,Metabolic Conditioning,beginner,73.01,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
13.74,616.53,non_veg,none,,muscle,34,intermediate,moderate,113.49,2746.23,7,13902.74,34.35,67.96,9,average,Chicken Quinoa Plate,Upper Lower Strength Split,intermediate,113.73,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
47.24,416.53,veg,none,,fat_loss,38,advanced,moderate,68.52,1749.02,13,2945.58,34.34,58.19,3,average,Lentil Greens Salad,Athlete HIIT Blast,beginner,68.49,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
19.5,493.47,non_veg,gluten_intolerance,,maintenance,76,advanced,high,89.35,1685.15,10,9840.8,31.41,85.29,10,average,Chicken Quinoa Plate,Hybrid Endurance Strength,intermediate,87.98,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
21.33,493.33,veg,none,,maintenance,24,beginner,moderate,111.34,1406.11,15,16636.85,31.82,50.01,3,average,Veggie Brown Rice Plate,Express Bodyweight Burner,beginner,108.66,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
25.45,611.18,non_veg,none,,fat_loss,63,beginner,moderate,67.92,2092.4,10,6162.43,25.84,81.67,10,average,Grilled Fish Salad,HIIT Starter Circuit,intermediate,67.63,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
36.04,486.41,non_veg,none,,maintenance,38,advanced,high,115.12,1378.92,8,9407.26,23.71,82.29,0,average,Turkey Rice Bowl,Hybrid Endurance Strength,intermediate,113.88,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
33.44,289.91,veg,none,,maintenance,62,advanced,moderate,88.09,2598.84,3,12372.13,20.15,61.83,11,poor,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,88.37,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
40.06,740.62,non_veg,none,,maintenance,61,beginner,low,50.15,1679.84,14,10799.05,29.12,83.22,5,poor,Turkey Rice Bowl,Mobility and Core Flow,beginner,49.16,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
36.01,293.67,non_veg,egg_allergy,,maintenance,41,intermediate,moderate,56.36,1688.11,5,5142.51,30.71,62.83,4,average,Turkey Rice Bowl,Strength and Cardio Mix,beginner,55.36,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
31.17,631.11,veg,none,,fat_loss,49,beginner,low,103.1,1372.41,24,8165.94,20.06,86.12,4,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,101.83,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
20.52,328.67,veg,gluten_intolerance|lactose_intolerance,,maintenance,68,advanced,low,78.68,2407.12,24,14827.95,34.61,76.58,9,average,Quinoa Vegetable Plate,Hybrid Endurance Strength,beginner,79.48,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
31.19,806.74,non_veg,none,,maintenance,51,beginner,low,111.75,2349.18,24,4555.63,17.07,55.66,10,good,Turkey Rice Bowl,Mobility and Core Flow,intermediate,113.93,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
33.55,746.05,non_veg,nut_allergy,,muscle,81,beginner,moderate,105.94,2604.16,23,7526.57,25.62,78.87,1,average,Chicken Quinoa Plate,Volume Hypertrophy Session,beginner,106.68,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
13.83,823.3,veg,none,,muscle,33,advanced,low,71.45,2196.05,6,5215.93,19.12,52.78,7,average,Tofu Power Bowl,Push Pull Legs Intense,intermediate,71.5,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
12.83,389.96,veg,gluten_intolerance|nut_allergy,,muscle,72,beginner,moderate,63.88,2281.82,21,12319.79,25.72,68.21,3,good,Quinoa Vegetable Plate,Full Body Strength Basics,intermediate,63.06,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Gluten-aware quinoa plate with seasonal vegetables.,Use progressive overload and mix strength with conditioning.
16.81,428.17,veg,none,,maintenance,78,intermediate,low,84.11,2589.59,19,11595.38,17.84,62.98,5,average,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,85.1,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
26.61,503.4,non_veg,shellfish_allergy,,muscle,53,intermediate,low,65.01,1971.03,18,12116.2,23.68,66.37,9,average,Lean Chicken Veg Plate,Upper Lower Strength Split,intermediate,65.01,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
52.75,497.66,veg,none,,fat_loss,34,intermediate,high,102.81,1340.64,17,5248.87,18.23,77.23,0,good,Lentil Greens Salad,Sprint Interval Circuit,intermediate,99.89,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
51.17,653.22,veg,none,,maintenance,85,intermediate,moderate,78.72,2395.42,4,14213.44,23.82,59.61,12,average,Veggie Brown Rice Plate,Strength and Cardio Mix,advanced,78.4,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
20.46,516.29,veg,none,,muscle,83,advanced,moderate,60.64,1468.76,20,2695.57,19.49,70.64,11,poor,Tofu Power Bowl,Volume Hypertrophy Session,intermediate,59.93,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
22.17,506.02,non_veg,shellfish_allergy,,fat_loss,74,intermediate,moderate,60.8,2798.79,5,13161.07,27.91,71.1,5,average,Lean Chicken Veg Plate,Metabolic Conditioning,intermediate,61.13,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
13.86,338.57,veg,none,,muscle,72,intermediate,high,52.45,3014.73,3,16867.28,27.04,79.54,12,average,Tofu Power Bowl,Upper Lower Strength Split,advanced,53.24,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.","Periodize training, recover well, and target performance blocks."
35.09,529.17,veg,lactose_intolerance|nut_allergy,,fat_loss,69,intermediate,low,87.74,2289.6,19,3991.31,33.7,64.32,2,average,Moong Sprout Salad,Metabolic Conditioning,beginner,90.04,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Nut-free sprouts salad with herbs and lime.,"Focus on form, 3 sessions/week, and progressive consistency."
17.7,737.18,non_veg,none,,fat_loss,55,beginner,moderate,108.49,2471.97,13,7676.79,25.1,77.22,11,good,Grilled Fish Salad,HIIT Starter Circuit,advanced,108.7,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Periodize training, recover well, and target performance blocks."
15.26,794.47,non_veg,none,,fat_loss,37,beginner,low,50.6,2669.02,18,8993.79,23.38,69.86,10,average,Grilled Fish Salad,HIIT Starter Circuit,intermediate,51.98,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
29.84,478.17,veg,none,,maintenance,23,advanced,high,91.16,1868.98,16,9494.46,28.7,67.6,8,good,Veggie Brown Rice Plate,Express Bodyweight Burner,advanced,88.95,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
34.93,534.42,veg,none,,maintenance,56,advanced,low,57.6,2758.43,21,9544.3,27.67,61.21,12,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,60.46,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
13.11,481.58,non_veg,none,,maintenance,88,intermediate,low,93.98,1714.48,10,2896.79,19.41,51.33,11,average,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,94.73,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
20.27,294.24,veg,gluten_intolerance,,muscle,84,beginner,high,112.46,2272.71,14,10035.51,24.28,64.68,8,poor,Quinoa Vegetable Plate,Volume Hypertrophy Session,intermediate,112.51,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Gluten-aware quinoa plate with seasonal vegetables.,Use progressive overload and mix strength with conditioning.
17.95,261.32,veg,nut_allergy,,maintenance,72,advanced,low,49.98,2504.65,17,13583.24,24.57,74.8,11,good,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,50.76,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
16.69,869.03,non_veg,none,,muscle,53,beginner,moderate,56.91,2478.56,22,15038.99,22.99,67.63,9,good,Chicken Quinoa Plate,Full Body Strength Basics,advanced,55.44,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,"Periodize training, recover well, and target performance blocks."
25.24,647.37,veg,none,,maintenance,70,beginner,low,112.22,2358.01,2,15095.0,27.03,92.87,1,average,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,111.92,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
49.43,360.25,non_veg,shellfish_allergy,,muscle,24,advanced,moderate,75.92,2987.22,7,6430.34,17.15,80.26,5,average,High-Protein Grilled Chicken,Express Bodyweight Burner,beginner,77.8,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
31.0,834.2,non_veg,nut_allergy,,muscle,90,beginner,high,107.32,1906.03,14,13721.16,26.16,86.5,0,good,Chicken Quinoa Plate,Volume Hypertrophy Session,intermediate,105.92,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
23.4,514.12,veg,egg_allergy|lactose_intolerance,,fat_loss,51,intermediate,low,116.07,3051.35,20,8995.95,18.46,57.23,6,good,Chickpea Spinach Stir Fry,Metabolic Conditioning,intermediate,119.27,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Plant-protein chickpeas with sauteed spinach.,Use progressive overload and mix strength with conditioning.
12.81,833.59,veg,none,,fat_loss,58,beginner,high,48.75,1750.43,2,2526.04,23.57,74.35,12,poor,Lentil Greens Salad,Sprint Interval Circuit,advanced,48.21,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,High-fiber lentils with leafy greens and lemon dressing.,"Periodize training, recover well, and target performance blocks."
30.16,695.8,veg,none,,maintenance,86,intermediate,low,63.3,1739.0,11,12568.98,20.56,72.87,0,poor,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,62.99,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
43.92,314.3,non_veg,gluten_intolerance,,fat_loss,32,beginner,low,59.43,1605.31,17,11848.95,20.71,57.34,1,average,Turkey Lettuce Wrap,HIIT Starter Circuit,beginner,58.34,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Low-calorie turkey wraps with crunchy lettuce.,"Focus on form, 3 sessions/week, and progressive consistency."
26.05,471.5,non_veg,none,,fat_loss,33,intermediate,low,61.12,2355.41,11,7568.68,26.5,86.5,3,good,Grilled Fish Salad,Metabolic Conditioning,beginner,61.63,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
46.3,287.14,non_veg,none,,maintenance,36,advanced,low,103.77,2109.78,22,6211.84,31.74,67.53,3,average,Turkey Rice Bowl,Hybrid Endurance Strength,beginner,104.89,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
24.11,784.51,non_veg,none,,maintenance,75,intermediate,moderate,49.06,2143.88,3,8202.75,22.22,75.23,5,good,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,49.36,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
